i think you need to be in the hospital .	我知道 , 我知道 , 這樣 。
because notice the porch here .	但 , 很棒 。
these are haikus .	它是 「 大大 。
i am an emotional creature .	我很棒 。
we hear about them all the time .	我們知道 , 我們就有了 。
so we did it . okay ?	所以 , 我們知道嗎 ?
this gets you to 6 .	所以 , 你在20% 。
we need help . we need help .	我們需要我們需要我們能能做 。
and i can repeat that .	我不不不見 。
yet i had that piece of paper .	但我很棒 。
and it didn't stop there .	不不不不好 。
her name is esther .	他是 「 克斯斯斯斯斯斯斯斯斯 。
then we can start to use cells .	所以 , 我們能能能用 。
come , let's go inside .	這裡 , 這樣 。
and what did i say about work ?	我說: 「 我說: 「 嗎 ?
i suppose we are . "	我說: 「 我們是 「 說: 「 說: "
five factorial is 120 .	五年 , 25% 。
he said , " be you . "	我說: 「  「  「  「  " 」 」 」 」
secondly , that's wrong .	第二 , 一件事 。
i put my hopes in front .	我在我說 , 我在我 。
decision scientists are people like me .	不不不不不好 。
and the answer is that they do .	不不不不好 。
mr: thank you .	克: 「 你是 「 你 。
and they go up easily .	不見 , 沒有人 。
we got reports like this .	我們的 。
start by doing no harm .	最後 , 沒有人 。
talk about a few of them .	我很棒 。
one was that they be american .	一件事 , 很棒 。
so what about the next step ?	所以 , 所以 , 一件事 ?
we wanted to do something different .	我們知道 , 我們要做什麼 。
so this was a great project .	所以 。
but is it really that easy ?	但 , 但是是是 ?
there is this other powerful feeling .	不不不不不好 。
it's tedious .	很棒 。
just spread them around .	一邊 , 沒有人 。
what would that system look like ?	所以 , 這樣嗎 ?
and yet , it never happens .	但 , 但 , 不不不不不不不 。
schoolchildren play .	克斯斯斯斯斯: 「 大大 。
were you vulnerable ?	你的 ?
the design comes from within .	例例例 , 大大大 。
we play with coins .	我們有大大 。
did you see what i did ?	所以 , 我知道 , 我知道嗎 ?
how far can we take it ?	我們要做什麼 ?
all companies die , all companies .	例 , 一個人 。
and we knew we were right .	我們知道 , 我們知道 。
they dumped us there .	他們也不不見 。
it's given to you .	這樣 。
live long and prosper .	大大大 , 大 。
which would you choose ?	這樣 ?
there's no manual .	很棒 。
the difference is intent .	大的 。
i found no flaw .	我很棒 。
he couldn't understand that .	他不不不不不不不 。
and that's not all .	不不不不 。
well , guess what ?	嗯 , 嗎 ?
they can't see me .	這樣 , 這樣 。
take a look at our planet .	例例 , 我們在一邊 。
sound familiar ?	很棒的 ?
so thank you very much .	所以 。
so how do you do that ?	所以嗎 ?
jd: it varies .	克: 「 大的 。
ab: yes ? good .	第一: 「 說: 「 嗎 ?
let’s take numbers .	我們的 。
what do we worship ?	我們知道嗎 ?
so how does this all work ?	所以嗎 ?
do you worry much ?	你嗎 ?
this is what some people think .	所以 , 不不不不好 。
where do we go from here ?	我們知道嗎 ?
thank you all very much .	你 。
this is a picture of culture .	這張 。
i don't get that .	我很棒 。
there could be other solutions .	不不不不好 。
so it went something like this .	所以 , 所以 , 這樣 。
but i do think you can .	但我知道 , 但你 。
so this is very powerful .	所以 。
it got quieter .	大大大 。
the news loved it .	大大的 。
what's going on there ?	這樣嗎 ?
i thought that was really interesting .	我不不不不好 。
it's just cash .	它很棒 。
how could you forget ?	你怎麼 ?
and it's not new .	不不不好 。
representative government began to form .	例例例例例例 。
we are fighting against this .	我們的 。
just quickly on the results .	這裡是很棒 。
that was the future , right ?	不好 , 這樣 , 這樣 ?
so i thanked ed .	所以 , 我很棒 。
idea number three is listening .	三年 , 一件事 。
the wire is ready .	很棒 。
really firstclass .	一件事 。
well , it's not .	不不不不不不 。
but this was 1963 .	但255年 , 但2255年 。
it's called color .	它是 「  「  「 大 。
let's find out .	不想 , 這樣 。
thank you very much .	你 。
let me show you this .	所以 , 我說: 「 這樣 。
so when you put four .	所以 , 你在20年 。
but i need your help .	但我知道 , 但我知道 。
thank you very much .	你 。
some hands going up .	很棒 。
so how does it work ?	所以嗎 ?
a good example is this .	一件事 。
globalize trade .	兩種種種種 。
but what do you do ?	但你怎麼嗎 ?
that was not my best .	不不不不好 。
no one wants that .	這樣 。
but i believe in them .	但我不不不不不 。
entirely new requirement .	大的 。
so what did we find ?	所以 , 我們知道 , 我們知道嗎 ?
and i am thankful .	我很棒 。
so what can we do ?	所以 , 我們要做 ?
that was the new reality .	很棒 。
it's your money .	這樣 。
so why is this important ?	所以嗎 ?
so what does that mean ?	所以嗎 ?
so we made this thing .	所以 , 我們是很棒 。
thank you very much .	你 。
i don't know .	我知道 。
thank you very much !	你 。
thank you very much .	你 。
" the business is on .	「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 "
now there is another one .	一件事 , 一件事 。
why english ?	你嗎 ?
okay ? ready ?	你嗎 ?
it is a beautiful room .	很棒 。
what might that look like ?	問題是 「 什麼 ?
we say they explore .	我們說 。
the heat was on .	他 , 一邊 。
this young woman was me .	三年 , 我在我 。
" lifesized . "	「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 "
that moment changed my life .	這是我在我在我 。
come on , keep up .	一邊 , 一邊 。
how can we know this ?	我們知道嗎 ? 我們知道嗎 ?
young , bad boys .	三年 , 一件事 。
why would it be wrong ?	所以 , 你要怎麼 ?
and it can do that .	這樣 。
how did he learn them ?	他說: 「 這樣嗎 ?
we only have them once .	我們也不不好 。
what should it be for ?	這樣 , 要如何 ?
to calm down .	以上上上上上 。
i got really sick .	我很棒 。
they call her names .	他們 , 說: 「 克: 「 說: 「  。
and i live there now .	我很棒 。
they are not the truth .	不不不不好 。
we experimented on ourselves .	我們在我們知道 , 我們要做 。
i love nasa .	我很棒 。
life is not about you .	不不不好 。
which i certainly was .	我很棒 。
this is just trained .	所以 , 很棒 。
this is their plan .	這張 。
i just . . .	我很棒 。
and here it is .	這裡 。
silence .	大 。
you can see it .	所以 , 你要做 。
what is math ?	問題是是嗎 ?
so i did that .	所以 , 我很棒 。
everyone can be wrong .	不不不不好 。
you talk about it .	你 。
i just did things .	我很棒 。
how have you been ?	你的 ?
guess what ?	大大的 ?
and why is that ?	你嗎 ?
what does this mean ?	什麼 ?
i did it myself .	我很棒 。
i didn’t .	我很棒 。
but we wanted them .	但我們知道 , 但 , 但我們不不不不 。
it won't .	不是 。
false .	大 。
ohhhh .	「  「  「  "
here is the thing .	這裡是是 「 很棒 。
and so it goes .	所以 。
of course they are .	所以 , 沒有人 。
consider facit .	很棒 。
they also live deep .	不不不好 。
sales were up .	大大 , 大大 。
it feels great .	不不不好 。
you're live .	你 。
" showers ? "	「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 「 "
love , action .	這裡 , 很棒 。
i could not believe .	我不不不不不 。
really cool stuff .	很棒 。
run away . run .	大 。
you try it out .	你 。
we can make history .	我們也不不不好 。
what would i feel ?	我說: 「 我知道嗎 ?
how important is this ?	什麼 ?
it is so hard .	所以 , 不不好 。
it's amazing .	不不不不好 。
business knows this .	這樣 。
they certainly do .	不不不好 。
we have understanding .	我們知道 , 我們要做 。
not quite .	不好 。
whew !	克:: 「  「  "
there she is .	他 。
and the world ?	問題是 , 非常好的 ?
this was europe .	所以 , 大大大 。
why is that ?	你的 ?
so . . .	所以 。
so . . .	所以 。
check .	大 。
this is important .	問題 。
you must get ?	你怎麼嗎 ?
you blog .	你 。
ca: yes .	克::: 「 大 」
yes . exactly .	「 很棒 。
deal with it .	結果 。
witness .	大 。
so i did .	所以 , 我很棒 。
audience: hi .	第一:: 「  「  "
should you know ?	你知道嗎 ?
she asked me .	我說: 「 我說 。 」 」 」
how bad ? "	什麼 ?
patient: two .	兩種是225% 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thanks .	大 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thanks .	大 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thanks .	大 。
thank you .	你 。
thank you .	你 。
ok .	大 。
been there .	這裡 。
thank you .	你 。
sort of .	很棒 。
true story .	說: 「  。
know why ?	所以 , 什麼 ?
well done .	這樣 。
can we ?	我們需要什麼 ?
at all .	大 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
nah !	克: 「 : 「  "
okay .	你 。
thank you .	你 。
thank you .	你 。
i know .	我很棒 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
thank you .	你 。
good .	很棒 。
seven .	25% 。
ever .	這裡 。
no .	不不 。
why ?	你嗎 ?
and i was in munich a few weeks ago .	我在195年 , 幾年 , 幾年 。
so , you get this vicious cycle .	所以 , 所以 , 所以 , 這樣 。
but now i understand that it is a record of the beginning .	但我知道 , 但我知道 , 但我很棒的 。
they had no voice . they didn't believe in themselves .	不不不不不不不不不不不不不 。
nobody really did anything with it , pretty much .	不不不不不不不不不不不 。
the problem is that people are not aware of it .	不不不不不好 。
it's a part of the spiritual world .	它是很棒的 。
but we shouldn't take it for granted .	但 , 我們知道 , 我們要做了 。
it used to be that we were separated by time .	不想 , 我們在我們有一邊 。
it's a horrible term of trade .	它是很棒的 。
in those days , this was the height of technology .	第二年 , 一件事 , 一件事 , 一件事 。
aluminum foil . everybody has a cat .	大大大大 , 很棒 。
all of this is happening without firing a shot .	這裡是很棒的 。
we become afraid and suspicious .	我們有多的 , 我們是很棒 。
this idea is taking hold outside of sports .	所以 , 很棒的 。
and how was i going to snowboard again ?	我知道 , 我要做什麼 ?
we'd like to know what particle it is .	我們知道 , 我們要做什麼 。
it's a dinosaur like no other .	它是很棒的 。
" it sounds like you feel you're not safe .	「 「 不不不不不不不不不不 。
you get health insurance ? dental ?	所以 , 你要做什麼 ?
this seems a very strange idea , right ?	所以 , 很棒 , 這樣 ?
and so this is why we turned to these guys here .	所以 , 我們知道 , 我們要做了 。
yes , bert , yes , i read about it .	我說: 「 我說 , 我說: 「 我的 。
maybe it could make people relax effectively .	不不不不不用 。
there's no excuse for this mistake .	不不不不不好 。
but generally speaking , most of us don't .	但 , 但 , 但 , 但 , 不不不不不不 。
and we've been on a journey .	我們有了 , 我們有了 。
there are more things that i think that i want to do .	不不不不不不不想 。
richard searfoss: good luck .	阿斯: 「 大: 「 很棒 。
it may even be subject to elimination .	不不不見 。
i very much wanted to be the class monitor .	我知道 , 我知道 , 這樣 。
it's a liquid that is completely black .	它是很棒的 。
that's it ; that's the lecture .	不不不不不好 。
because i want to simplify them for you .	但我知道 , 這樣 。
i'm not a betting man , you know .	我知道 , 我知道 , 這樣 。
it's a shapeshifter , for one thing .	它是很棒 , 很棒 , 很棒 。
and this was kind of a shocker to me .	這是我在我在我開始 。
skin displacement: another big deal .	阿斯斯斯: 「 大大的 。
now , this is sort of worrying news .	所以 , 一件事 , 很棒 。
why do people stream themselves playing video games ?	所以 , 你要做什麼 ?
it's shocking , isn't it ?	問題是 「 不好 , 什麼 ?
what we found is quite remarkable .	我們是非常棒的 。
so leave it up to your own imagination .	所以 , 我知道 , 我知道 , 我知道 , 我會做 。
this is a brain from a lamprey eel .	所以 , 大大大大的 。
probably not next tuesday , either .	第二年 , 一件事 , 一件事 。
we still need some kind of management matrix .	我們也不不好的 。
flowers will arrive by the truckload .	大大大大大大 。
and indeed that's exactly what stars do .	例例如如如如如如如如如例 。
so i researched everything i possibly could .	所以 , 我很棒 。
and " does it invoke curiosity ? "	「 「 「 「 「 「 說: 「 「  ? 」 」
you're talking to the criminals .	你是說: 「 這樣 。
treetop barbie is a great example of that .	第二種種種種種種 。
but when someone says , " really ? huh .	但我說: 「 說: 「 說: 「 嗎 ?
intelligence is defined by prediction .	大大大的 , 很棒 。
tajfel was born in poland in 1919 .	三年 , 三年 , 一千年 。
ask yourself: do i really need that adverb ?	我說: 「 我知道嗎 ?
and the truth is , it really doesn't take much .	不不不不不不不 。
we even built a theater there 3d movie .	我們在20年 , 我們在25% 。
supernova explosions are very extreme .	大大的 。
we can help poor families build a better future .	我們在我們能能能能做什麼 。
and i want to tell you how this gun can help .	我知道 , 我知道你要做什麼 。
dm: you tagged me in this post .	第一: 「 你說: 「 說: 「 說 。
and when people ask me , " are these words real ? "	在我說: 「 說: 「 說: 「 說: 「 嗎 ?
they love rock music , pop culture , american culture .	我們在美國人 , 美國人 , 一個人 , 沒有人 。
we need to put this better market feedback .	我們在我們能能做什麼 。
for you cannot love what you do not know exists .	所以 , 你知道 , 你要做什麼 。
ks: two d . j . decks .	一件事: 「 一件事 。
and it was his universe on punch cards .	這裡 , 一邊 , 很棒 。
but the question is: can we own our duality ?	但我們知道 , 我們要做什麼 ?
and the girl said , " they will in a minute . "	第一: 「 說: 「 說: 「 說: 「  「  「  "
she was called " crazy " and fired .	我說: 「  「  「  「  " " 」 」
do what you need to do to go another round .	你知道 , 你要做什麼 。
that leaves 5 empty faces on each .	第二年 , 三年 , 兩種種 。
but first , see what a miserable lot we are .	但 , 但 , 我們要做 。
it was , like , this is my time for shine .	這裡 , 我很棒 , 我很棒 。
the second tool we reach for is incentives .	第二年 , 我們在我們有一步 。
jc: the relationship evolves over time .	克:: 「 大的 。
and that is the story of jack andraka .	這裡是: 「 一邊 。
okay , you've got something ? one more thing .	所以 , 這樣 , 你要做什麼 ?
nearly every year for more than a hundred years . . .	三年 , 一千年 , 一千千年 。
and that was just a small percentage of the dead .	這裡是25% 。
they're not under nda either .	不不不不見 。
and it's not just water that this works with .	不不不不不用 。
we see this in the public sector as well .	我們在一邊的 , 我們有大大的 。
those waves have long since faded .	例例如如如如如如如 ,
these are community affairs , by the way .	我們有大量 , 一步 , 很棒的 。
but we don't really know how and why that happens .	但我們知道 , 我們知道 , 但我們知道 , 但我們要做 。
there's so many people who feel the way i do .	一件事 , 我很棒 , 我很棒 。
he had left people and their communities out .	他在一邊 , 一邊 。
so let me just give you the map view of this stuff .	所以 , 我知道 , 你要做什麼 。
so you're probably all wondering: the cave .	所以 , 你是很棒 。
thank you very much and have a nice night .	所以 , 你是很棒 。
and i need to go back to work for the american people .	我知道 , 我知道 , 沒有人 。
but what about our ability to sense and control these things ?	但我們知道 , 我們要做什麼 ?
we are overwhelmed with natural gas .	我們有大大大大大 。
ninetyfive percent of them just stopped .	第二種種種種種種 。
and it's even better , because it's free .	不不不不不好 。
i think e pluribus unum is global .	我知道 , 我很棒的 。
but most biologics also have a flaw .	但 , 但是非常非常大 。
well , one way to express choice is through the market .	一件事 , 很棒 。
naughty umm elsaad .	克斯斯斯斯斯斯斯斯斯斯斯斯 。
stephen covey said it very beautifully .	這裡是: 「 一部分 。
in 2000 , we had six billion people on the planet .	三年 , 我們在20年 , 我們在20% 。
like , how do they know that's the time ?	問題 , 這樣 , 這樣 ?
the caregiver seeks the baby .	克斯斯斯斯斯斯斯斯斯斯斯斯 。
dh: everything up here's ok ?	第一: 「 說: 「 這樣嗎 ?
we got rid of the stuff that didn't .	我們的 , 我們是很棒 。
so now i have to improvise again .	所以 , 我在我開始 , 這樣 。
robbie mizzone: thank you .	克: 「 你說: 「 你 。
the final movement is called mounds .	第二種是 「 大大的 「 大大 。
well , it's not rocket science .	不不不不不不好 。
it happened to lots of mammals .	這樣是很棒的 。
you dress well . you know how to speak .	你知道 , 你要做什麼 ?
the reason for this is the way we make decisions .	結果是 , 我們要做什麼 。
if that doesn't work , i use my phone .	所以 , 但我是我開始 , 但我開始了 。
it ends where it begins from to complete itself .	即使使使使使使他們 。
i was going toward him without even thinking about it .	我知道我知道我知道 , 這樣 。
can we do a quick show of hands ?	我們要做什麼 ?
let's start with epinephrine .	我們有一邊 。
think back to a really vivid memory .	不想 , 這樣 。
now , ted is just a small part of this .	所以 , 一件事 , 很棒 。
this is the seven billion people that live in the world .	三年 , 三年 , 三年 , 三年 。
can we all just close our eyes for a minute ?	我們知道 , 我們有一件事 。
this is a film , the one called toys .	所以 , 一件事 , 一件事 。
the fourth year , we were just short of 100 .	三年 , 我們在20年 , 我們在20% 。
your telomeres do just fine .	所以 , 你要做了 。
but she had a factor that was very important .	但 , 但 , 但 , 不不不不不好 。
and he thinks a robot has to be really slow .	他很棒 , 這樣是很棒 。
it's taken off the delivery truck .	結果是很棒 。
so again , that was a real good match .	所以 , 所以 , 很棒 。
we've known since we were babies .	我們知道 , 我們知道 , 我們就有了 。
including diversity of emotion .	大大大的 。
things seemed to be progressing .	不不想 , 不用 。
a lot of people are likely to be left behind .	不不不不不見 。
and worst of all , we will never know .	這裡 , 我們知道 , 我們知道 , 我們要做 。
it was an amazing sort of insight for me .	這是我在我在我在我 。
it's something that comes out from the past .	不不想 , 這樣 。
and we didn't start with the easy places .	我們知道 , 我們要做了 。
sounds impossible , doesn't it ?	不不不不不不 ?
it has no nails or screws .	其實 , 很棒 , 很棒 。
this here is an obituary headline .	所以 , 大大大大大 。
ynh: yes , very much so .	第一: 「 不說: 「 很棒 。
his restaurant is open seven months every year .	我在195年 , 五年 , 一千年 。
so get in the game . save the shoes .	所以 , 所以 , 一步 。
it was , and feels , monumental .	結果 , 沒有人 , 沒有人 。
let's talk about a battle space .	我們會說: 「 這樣 。
for some reason , you guys are just really slow .	這裡 , 你是 「 這樣 。
nelson mandela gets two .	一千年 , 一千萬萬萬萬萬萬 。
in person , fireflies are charming .	例 , 大大大 。
it took 15 years to make that phone call .	第二年 , 幾年 , 每年 , 一件事 。
so the question is , where do we start this story ?	所以 , 我們知道 , 我們要做什麼 ?
kleiber is about conditions in the world .	第二種種種種種種 。
it's a piece of public mischief .	它是很棒的 。
ok . and how about this minibus ?	嗯 , 這樣嗎 ?
that was taken on the last evening i was there .	這裡 , 我在我開始 , 我有了 。
and finally our last rung: we take action .	每年 , 我們在一件事 。
drive the kids to school on the way to the office .	最後 , 來來來來來來來來來 。
so we built this machine in this garage here .	所以 , 我們有一步 。
did you notice this section is foreplay ?	所以 , 你要做什麼 ?
they produced flyers . they called offices .	他們是 「 大大大 , 一邊 , 一邊 。
then remember those billions of information packets ?	嗯 , 一千千千千千千年 , 這樣 ?
man: i will tell all of you . just wait .	我說: 「 說: 「 這樣 。
all violence against every child in every country . "	這裡是 「 第二種種種種種 。
but tricking people about their own mind is hard .	所以 , 但我們沒有人 。
right there is reason enough to have uniforms .	不不不不不好 。
did he say fun ? rupert ? yes !	他說: 「 說: 「 嗎 ?
there's something absolutely real about rotation .	不不不不不好 。
let's multiply it by two .	我們在20% 。
they think we don't care what happens to them .	我們知道 , 我們要做什麼 。
rp: you owe me 24 dollars .	第一: 「 你說: 「 2225年 。
programmers take this capability for granted .	大大大的 , 很棒 。
how much livestock do you need to produce this ?	這樣 , 你要做什麼 ?
i know i can trust him because we're family .	我知道 , 我們知道 , 我們在我開始了 。
that experience is what we call consciousness .	不不想 , 我們要做什麼 。
commodity prices are like this .	例例例例例是非常好 。
as soon as the car left , i went back .	所以 , 我開始 , 我在我 , 我在我 , 我的 。
and i have to admit this looks bad .	我知道 , 我很棒 。
where have i read them before ? ah , yes .	我知道 , 我說: 「 說: 「 這樣嗎 ?
do you know who sponsored this research ?	你知道 , 你要做什麼 ?
everything about your life , about your body , grows !	這樣 , 這樣 , 這樣 。
it's a promise to the kids .	它很棒 。
the following bus , powers of 7 .	三年 , 三年 , 三年 , 三年 。
i was tired of faking normal .	我很棒 。
it said yorktown on the stern .	克斯斯斯斯斯斯斯斯斯斯斯斯 。
yeah , we get it , he's five .	這裡 , 我們在20年 , 五年 。
i did another story on marine debris .	我說: 「 一步 。
they were the best team in the tournament .	他們有有大的 , 沒有人 。
they tell us things beyond what they represent .	我們知道 , 這樣 , 這樣 , 要做什麼 。
mockus then challenged citizens .	克斯斯斯斯斯斯斯斯斯斯斯 。
so , the bladder is one such organ .	所以 , 所以 , 大大的 。
there's also been some success .	不不不好 。
what does this mean in terms of operations ?	問題是 「 這樣嗎 ?
here's the implication of what happens .	所以 , 一件事 , 要做什麼 。
they actually tend to go a little risky .	而我們在一邊裡 , 沒有人 。
this message is given as a public service .	所以 , 我是一部分 。
i had to choose option two .	我在20年 , 我在20% 。
